prop_handle,enum_value,term_value,description,model_handle,version_string,node_handle
laboratory_test_name,"HLA DRB Antigen, White Blood Cells",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HLA DRB1 Antigen, High Resolution, White Blood Cells",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HLA DRB1 Antigen, Low Resolution, White Blood Cells",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HLA DRB1 Antigen, White Blood Cells",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,HLA Genotyping,,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HLA-A03 Subtype Antigen, White Blood Cells",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HLA-A2 Antigen, White Blood Cells",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,HLA-A24 Subtype Antigen,,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,HLA-A3 Subtype Antigen,,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HLA-DPB, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Homovanillic Acid (HVA), Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Homovanillic Acid/Creatinine Ratio, Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"HTLV1/HTLV2 Antibody, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Human Anti-Mouse Antibody, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Human Choriogonadotropin (HCG), Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Human Epididymis Protein 4 (HE4), Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Human Growth Hormone (HGH), Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Human Herpesvirus 6 (HHV6) Viral Load, DNA, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Human Herpesvirus 6, PCR, Quantitative, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Human Immunodeficiency Virus (HIV) 1, Antibody, Western Blot, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Human Immunodeficiency Virus (HIV) 1, Western Blot, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Human Immunodeficiency Virus (HIV), 1-2 Antibody and Antigen Combination, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Human Immunodeficiency Virus (HIV), 1-2 Antibody, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Hyaline Casts, Spot Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"IC50 (Half Maximal Inhibitory Concentration), Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"IC50 (Half Maximal Inhibitory Concentration), Bone Marrow",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"IFN-gamma, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"IGF-1 (Human Growth Hormone), Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"IL-17, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"IL-2, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"IL-6, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Immature Granulocytes (IG), %, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Immature Granulocytes (IG), Absolute, Number, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Immunofixation Electrophoresis, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Immunoglobulin A (IgA), Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Immunoglobulin A, Immunoelectrophoresis, Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Immunoglobulin D (IgD), Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Immunoglobulin D, Immunoelectrophoresis, Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Immunoglobulin E (IgE), Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Immunoglobulin E, Immunoelectrophoresis, Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Immunoglobulin G (IgG), Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Immunoglobulin G, Immunoelectrophoresis, Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Immunoglobulin M (IgM), Immunoelectrophoresis, Spot Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Immunoglobulin M (IgM), Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Inhibin A, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Inhibin B, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Inspiratory Capacity (IC), % Predicted, Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Inspiratory Capacity (IC), Respiratory System",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Insulin, Fasting, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Insulin, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Insulin-life Growth Factor Binding Protein 3, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Interferon, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Interleukin 2 s-Receptor-Alpha, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"International Normalized Ratio (INR), Prothrombin Time, Blood",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Iodine, 24 hour, Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Iodine, Concentration, 24 hour, Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Iodine, Free, 24 hour, Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Iron Saturation, Ratio, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Iron, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Isavuconazole Level, Plasma",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Kappa Light Chain, Electrophoresis, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Kappa Light Chain, Immunoelectrophoresis, Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Kappa/Lambda Immunoglobulin Free Light Chain Ratio, Serum",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Ketones, Spot Urine",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"Ki67, %, Tissue",,The name of the lab test or examination used to obtain the measurement or finding.,,,
laboratory_test_name,"KIT (CD117) Gene Mutation, Tissue",,The name of the lab test or examination used to obtain the measurement or finding.,,,
